codigo_identificacao_cliente;codigo_segmento;codigo_tipo_pessoa;cnpj;numero_agencia;numero_conta_corrente;numero_digito_verificador
00263ytu-5bc3-3c6a-9933-efe63d58d1113;;1;859996068;1094;23316;3
00263ytu-5bc3-3c6a-9933-efe63d58d1114;;1;859996072;1095;23317;1
00263ytu-5bc3-3c6a-9933-efe63d58d1115;;1;859996076;1096;23318;9
00263ytu-5bc3-3c6a-9933-efe63d58d1116;;1;859996080;1097;23319;8
00263ytu-5bc3-3c6a-9933-efe63d58d1117;;1;859996084;1098;23320;5
00263ytu-5bc3-3c6a-9933-efe63d58d1118;;1;859996088;1099;23321;6
00263ytu-5bc3-3c6a-9933-efe63d58d1119;;1;859996092;1100;23322;4
00263ytu-5bc3-3c6a-9933-efe63d58d1120;;1;859996096;1101;23323;0
00263ytu-5bc3-3c6a-9933-efe63d58d1121;;1;859996100;1102;23324;2
00263ytu-5bc3-3c6a-9933-efe63d58d1122;;1;859996104;1103;23325;3
00263ytu-5bc3-3c6a-9933-efe63d58d1123;;1;859996108;1104;23326;1
00263ytu-5bc3-3c6a-9933-efe63d58d1124;;1;859996112;1105;23327;6
00263ytu-5bc3-3c6a-9933-efe63d58d1125;;1;859996116;1106;23328;6
00263ytu-5bc3-3c6a-9933-efe63d58d1126;;1;859996120;1107;23329;6
00263ytu-5bc3-3c6a-9933-efe63d58d1127;;1;859996124;1108;23330;8
00263ytu-5bc3-3c6a-9933-efe63d58d1128;;1;859996128;1109;23331;5
00263ytu-5bc3-3c6a-9933-efe63d58d1129;;1;859996132;1110;23332;5
00263ytu-5bc3-3c6a-9933-efe63d58d1130;;1;859996136;1111;23333;2
00263ytu-5bc3-3c6a-9933-efe63d58d1131;;1;859996140;1112;23334;8
00263ytu-5bc3-3c6a-9933-efe63d58d1132;;1;859996144;1113;23335;1
00263ytu-5bc3-3c6a-9933-efe63d58d1133;;1;859996148;1114;23336;4
00263ytu-5bc3-3c6a-9933-efe63d58d1134;;1;859996152;1115;23337;4
00263ytu-5bc3-3c6a-9933-efe63d58d1135;;1;859996156;1116;23338;3
00263ytu-5bc3-3c6a-9933-efe63d58d1136;;1;859996160;1117;23339;7
00263ytu-5bc3-3c6a-9933-efe63d58d1137;;1;859996164;1118;23340;1
00263ytu-5bc3-3c6a-9933-efe63d58d1138;;1;859996168;1119;23341;6
00263ytu-5bc3-3c6a-9933-efe63d58d1139;;1;859996172;1120;23342;4
00263ytu-5bc3-3c6a-9933-efe63d58d1140;;1;859996176;1121;23343;9
00263ytu-5bc3-3c6a-9933-efe63d58d1141;;1;859996180;1122;23344;2
00263ytu-5bc3-3c6a-9933-efe63d58d1142;;1;859996184;1123;23345;6
00263ytu-5bc3-3c6a-9933-efe63d58d1143;;1;859996188;1124;23346;3
00263ytu-5bc3-3c6a-9933-efe63d58d1144;;1;859996192;1125;23347;2
00263ytu-5bc3-3c6a-9933-efe63d58d1145;;1;859996196;1126;23348;0
00263ytu-5bc3-3c6a-9933-efe63d58d1146;;1;859996200;1127;23349;8
00263ytu-5bc3-3c6a-9933-efe63d58d1147;;1;859996204;1128;23350;7
00263ytu-5bc3-3c6a-9933-efe63d58d1148;;1;859996208;1129;23351;4
00263ytu-5bc3-3c6a-9933-efe63d58d1149;;1;859996212;1130;23352;3
00263ytu-5bc3-3c6a-9933-efe63d58d1150;;1;859996216;1131;23353;1
00263ytu-5bc3-3c6a-9933-efe63d58d1151;;1;859996220;1132;23354;5
00263ytu-5bc3-3c6a-9933-efe63d58d1152;;1;859996224;1133;23355;2
00263ytu-5bc3-3c6a-9933-efe63d58d1153;;1;859996228;1134;23356;9
00263ytu-5bc3-3c6a-9933-efe63d58d1154;;1;859996232;1135;23357;1
00263ytu-5bc3-3c6a-9933-efe63d58d1155;;1;859996236;1136;23358;4
00263ytu-5bc3-3c6a-9933-efe63d58d1156;;1;859996240;1137;23359;4
00263ytu-5bc3-3c6a-9933-efe63d58d1157;;1;859996244;1138;23360;4
00263ytu-5bc3-3c6a-9933-efe63d58d1158;;1;859996248;1139;23361;0
00263ytu-5bc3-3c6a-9933-efe63d58d1159;;1;859996252;1140;23362;9
00263ytu-5bc3-3c6a-9933-efe63d58d1160;;1;859996256;1141;23363;1
00263ytu-5bc3-3c6a-9933-efe63d58d1161;;1;859996260;1142;23364;2
00263ytu-5bc3-3c6a-9933-efe63d58d1162;;1;859996264;1143;23365;4
00263ytu-5bc3-3c6a-9933-efe63d58d1163;;1;859996268;1144;23366;9
00263ytu-5bc3-3c6a-9933-efe63d58d1164;;1;859996272;1145;23367;0
00263ytu-5bc3-3c6a-9933-efe63d58d1165;;1;859996276;1146;23368;4
00263ytu-5bc3-3c6a-9933-efe63d58d1166;;1;859996280;1147;23369;6
00263ytu-5bc3-3c6a-9933-efe63d58d1167;;1;859996284;1148;23370;1
00263ytu-5bc3-3c6a-9933-efe63d58d1168;;1;859996288;1149;23371;0
00263ytu-5bc3-3c6a-9933-efe63d58d1169;;1;859996292;1150;23372;3
00263ytu-5bc3-3c6a-9933-efe63d58d1170;;1;859996296;1151;23373;3
00263ytu-5bc3-3c6a-9933-efe63d58d1171;;1;859996300;1152;23374;7
00263ytu-5bc3-3c6a-9933-efe63d58d1172;;1;859996304;1153;23375;6
00263ytu-5bc3-3c6a-9933-efe63d58d1173;;1;859996308;1154;23376;6
00263ytu-5bc3-3c6a-9933-efe63d58d1174;;1;859996312;1155;23377;4
00263ytu-5bc3-3c6a-9933-efe63d58d1175;;1;859996316;1156;23378;6
00263ytu-5bc3-3c6a-9933-efe63d58d1176;;1;859996320;1157;23379;5
00263ytu-5bc3-3c6a-9933-efe63d58d1177;;1;859996324;1158;23380;0
00263ytu-5bc3-3c6a-9933-efe63d58d1178;;1;859996328;1159;23381;7
00263ytu-5bc3-3c6a-9933-efe63d58d1179;;1;859996332;1160;23382;0
00263ytu-5bc3-3c6a-9933-efe63d58d1180;;1;859996336;1161;23383;4
00263ytu-5bc3-3c6a-9933-efe63d58d1181;;1;859996340;1162;23384;2
00263ytu-5bc3-3c6a-9933-efe63d58d1182;;1;859996344;1163;23385;6
00263ytu-5bc3-3c6a-9933-efe63d58d1183;;1;859996348;1164;23386;3
00263ytu-5bc3-3c6a-9933-efe63d58d1184;;1;859996352;1165;23387;1
00263ytu-5bc3-3c6a-9933-efe63d58d1185;;1;859996356;1166;23388;3
00263ytu-5bc3-3c6a-9933-efe63d58d1186;;1;859996360;1167;23389;1
00263ytu-5bc3-3c6a-9933-efe63d58d1187;;1;859996364;1168;23390;9
00263ytu-5bc3-3c6a-9933-efe63d58d1188;;1;859996368;1169;23391;1
00263ytu-5bc3-3c6a-9933-efe63d58d1189;;1;859996372;1170;23392;4
00263ytu-5bc3-3c6a-9933-efe63d58d1190;;1;859996376;1171;23393;1
00263ytu-5bc3-3c6a-9933-efe63d58d1191;;1;859996380;1172;23394;9
00263ytu-5bc3-3c6a-9933-efe63d58d1192;;1;859996384;1173;23395;7
00263ytu-5bc3-3c6a-9933-efe63d58d1193;;1;859996388;1174;23396;9
00263ytu-5bc3-3c6a-9933-efe63d58d1194;;1;859996392;1175;23397;5
00263ytu-5bc3-3c6a-9933-efe63d58d1195;;1;859996396;1176;23398;8
00263ytu-5bc3-3c6a-9933-efe63d58d1196;;1;859996400;1177;23399;8
00263ytu-5bc3-3c6a-9933-efe63d58d1197;;1;859996404;1178;23400;8
00263ytu-5bc3-3c6a-9933-efe63d58d1198;;1;859996408;1179;23401;4
00263ytu-5bc3-3c6a-9933-efe63d58d1199;;1;859996412;1180;23402;7
00263ytu-5bc3-3c6a-9933-efe63d58d1200;;1;859996416;1181;23403;3
00263ytu-5bc3-3c6a-9933-efe63d58d1201;;1;859996420;1182;23404;1
00263ytu-5bc3-3c6a-9933-efe63d58d1202;;1;859996424;1183;23405;8
00263ytu-5bc3-3c6a-9933-efe63d58d1203;;1;859996428;1184;23406;8
00263ytu-5bc3-3c6a-9933-efe63d58d1204;;1;859996432;1185;23407;9
00263ytu-5bc3-3c6a-9933-efe63d58d1205;;1;859996436;1186;23408;6
00263ytu-5bc3-3c6a-9933-efe63d58d1206;;1;859996440;1187;23409;7
00263ytu-5bc3-3c6a-9933-efe63d58d1207;;1;859996444;1188;23410;6
00263ytu-5bc3-3c6a-9933-efe63d58d1208;;1;859996448;1189;23411;6
00263ytu-5bc3-3c6a-9933-efe63d58d1209;;1;859996452;1190;23412;1
00263ytu-5bc3-3c6a-9933-efe63d58d1210;;1;859996456;1191;23413;9
00263ytu-5bc3-3c6a-9933-efe63d58d1211;;1;859996460;1192;23414;4
00263ytu-5bc3-3c6a-9933-efe63d58d1212;;1;859996464;1193;23415;0
00263ytu-5bc3-3c6a-9933-efe63d58d1213;;1;859996468;1194;23416;2
00263ytu-5bc3-3c6a-9933-efe63d58d1214;;1;859996472;1195;23417;0
00263ytu-5bc3-3c6a-9933-efe63d58d1215;;1;859996476;1196;23418;1
00263ytu-5bc3-3c6a-9933-efe63d58d1216;;1;859996480;1197;23419;0
00263ytu-5bc3-3c6a-9933-efe63d58d1217;;1;859996484;1198;23420;4
00263ytu-5bc3-3c6a-9933-efe63d58d1218;;1;859996488;1199;23421;5
00263ytu-5bc3-3c6a-9933-efe63d58d1219;;1;859996492;1200;23422;3
00263ytu-5bc3-3c6a-9933-efe63d58d1220;;1;859996496;1201;23423;9
00263ytu-5bc3-3c6a-9933-efe63d58d1221;;1;859996500;1202;23424;9
00263ytu-5bc3-3c6a-9933-efe63d58d1222;;1;859996504;1203;23425;3
00263ytu-5bc3-3c6a-9933-efe63d58d1223;;1;859996508;1204;23426;6
00263ytu-5bc3-3c6a-9933-efe63d58d1224;;1;859996512;1205;23427;8
00263ytu-5bc3-3c6a-9933-efe63d58d1225;;1;859996516;1206;23428;4
00263ytu-5bc3-3c6a-9933-efe63d58d1226;;1;859996520;1207;23429;6
00263ytu-5bc3-3c6a-9933-efe63d58d1227;;1;859996524;1208;23430;6
00263ytu-5bc3-3c6a-9933-efe63d58d1228;;1;859996528;1209;23431;7
00263ytu-5bc3-3c6a-9933-efe63d58d1229;;1;859996532;1210;23432;1
00263ytu-5bc3-3c6a-9933-efe63d58d1230;;1;859996536;1211;23433;4
00263ytu-5bc3-3c6a-9933-efe63d58d1231;;1;859996540;1212;23434;7
00263ytu-5bc3-3c6a-9933-efe63d58d1232;;1;859996544;1213;23435;0
00263ytu-5bc3-3c6a-9933-efe63d58d1233;;1;859996548;1214;23436;7
00263ytu-5bc3-3c6a-9933-efe63d58d1234;;1;859996552;1215;23437;2
00263ytu-5bc3-3c6a-9933-efe63d58d1235;;1;859996556;1216;23438;8
00263ytu-5bc3-3c6a-9933-efe63d58d1236;;1;859996560;1217;23439;1
00263ytu-5bc3-3c6a-9933-efe63d58d1237;;1;859996564;1218;23440;7
00263ytu-5bc3-3c6a-9933-efe63d58d1238;;1;859996568;1219;23441;0
00263ytu-5bc3-3c6a-9933-efe63d58d1239;;1;859996572;1220;23442;7
00263ytu-5bc3-3c6a-9933-efe63d58d1240;;1;859996576;1221;23443;0
00263ytu-5bc3-3c6a-9933-efe63d58d1241;;1;859996580;1222;23444;6
00263ytu-5bc3-3c6a-9933-efe63d58d1242;;1;859996584;1223;23445;5
00263ytu-5bc3-3c6a-9933-efe63d58d1243;;1;859996588;1224;23446;4
00263ytu-5bc3-3c6a-9933-efe63d58d1244;;1;859996592;1225;23447;6
00263ytu-5bc3-3c6a-9933-efe63d58d1245;;1;859996596;1226;23448;3
00263ytu-5bc3-3c6a-9933-efe63d58d1246;;1;859996600;1227;23449;8
00263ytu-5bc3-3c6a-9933-efe63d58d1247;;1;859996604;1228;23450;4
00263ytu-5bc3-3c6a-9933-efe63d58d1248;;1;859996608;1229;23451;2
00263ytu-5bc3-3c6a-9933-efe63d58d1249;;1;859996612;1230;23452;9
00263ytu-5bc3-3c6a-9933-efe63d58d1250;;1;859996616;1231;23453;7
00263ytu-5bc3-3c6a-9933-efe63d58d1251;;1;859996620;1232;23454;7
00263ytu-5bc3-3c6a-9933-efe63d58d1252;;1;859996624;1233;23455;0
00263ytu-5bc3-3c6a-9933-efe63d58d1253;;1;859996628;1234;23456;4
00263ytu-5bc3-3c6a-9933-efe63d58d1254;;1;859996632;1235;23457;1
00263ytu-5bc3-3c6a-9933-efe63d58d1255;;1;859996636;1236;23458;3
00263ytu-5bc3-3c6a-9933-efe63d58d1256;;1;859996640;1237;23459;8
00263ytu-5bc3-3c6a-9933-efe63d58d1257;;1;859996644;1238;23460;1
00263ytu-5bc3-3c6a-9933-efe63d58d1258;;1;859996648;1239;23461;9
00263ytu-5bc3-3c6a-9933-efe63d58d1259;;1;859996652;1240;23462;9
00263ytu-5bc3-3c6a-9933-efe63d58d1260;;1;859996656;1241;23463;4
00263ytu-5bc3-3c6a-9933-efe63d58d1261;;1;859996660;1242;23464;0
00263ytu-5bc3-3c6a-9933-efe63d58d1262;;1;859996664;1243;23465;8
00263ytu-5bc3-3c6a-9933-efe63d58d1263;;1;859996668;1244;23466;8
00263ytu-5bc3-3c6a-9933-efe63d58d1264;;1;859996672;1245;23467;2
00263ytu-5bc3-3c6a-9933-efe63d58d1265;;1;859996676;1246;23468;2
00263ytu-5bc3-3c6a-9933-efe63d58d1266;;1;859996680;1247;23469;4
00263ytu-5bc3-3c6a-9933-efe63d58d1267;;1;859996684;1248;23470;0
00263ytu-5bc3-3c6a-9933-efe63d58d1268;;1;859996688;1249;23471;6
00263ytu-5bc3-3c6a-9933-efe63d58d1269;;1;859996692;1250;23472;2
00263ytu-5bc3-3c6a-9933-efe63d58d1270;;1;859996696;1251;23473;0
00263ytu-5bc3-3c6a-9933-efe63d58d1271;;1;859996700;1252;23474;3
00263ytu-5bc3-3c6a-9933-efe63d58d1272;;1;859996704;1253;23475;0
00263ytu-5bc3-3c6a-9933-efe63d58d1273;;1;859996708;1254;23476;5
00263ytu-5bc3-3c6a-9933-efe63d58d1274;;1;859996712;1255;23477;5
00263ytu-5bc3-3c6a-9933-efe63d58d1275;;1;859996716;1256;23478;5
00263ytu-5bc3-3c6a-9933-efe63d58d1276;;1;859996720;1257;23479;8
00263ytu-5bc3-3c6a-9933-efe63d58d1277;;1;859996724;1258;23480;9
00263ytu-5bc3-3c6a-9933-efe63d58d1278;;1;859996728;1259;23481;6
00263ytu-5bc3-3c6a-9933-efe63d58d1279;;1;859996732;1260;23482;9
00263ytu-5bc3-3c6a-9933-efe63d58d1280;;1;859996736;1261;23483;2
00263ytu-5bc3-3c6a-9933-efe63d58d1281;;1;859996740;1262;23484;7
00263ytu-5bc3-3c6a-9933-efe63d58d1282;;1;859996744;1263;23485;6
00263ytu-5bc3-3c6a-9933-efe63d58d1283;;1;859996748;1264;23486;3
00263ytu-5bc3-3c6a-9933-efe63d58d1284;;1;859996752;1265;23487;5
00263ytu-5bc3-3c6a-9933-efe63d58d1285;;1;859996756;1266;23488;1
00263ytu-5bc3-3c6a-9933-efe63d58d1286;;1;859996760;1267;23489;0
00263ytu-5bc3-3c6a-9933-efe63d58d1287;;1;859996764;1268;23490;3
00263ytu-5bc3-3c6a-9933-efe63d58d1288;;1;859996768;1269;23491;8
00263ytu-5bc3-3c6a-9933-efe63d58d1289;;1;859996772;1270;23492;9
00263ytu-5bc3-3c6a-9933-efe63d58d1290;;1;859996776;1271;23493;8
00263ytu-5bc3-3c6a-9933-efe63d58d1291;;1;859996780;1272;23494;5
00263ytu-5bc3-3c6a-9933-efe63d58d1292;;1;859996784;1273;23495;1
00263ytu-5bc3-3c6a-9933-efe63d58d1293;;1;859996788;1274;23496;0
00263ytu-5bc3-3c6a-9933-efe63d58d1294;;1;859996792;1275;23497;8
00263ytu-5bc3-3c6a-9933-efe63d58d1295;;1;859996796;1276;23498;9
00263ytu-5bc3-3c6a-9933-efe63d58d1296;;1;859996800;1277;23499;5
00263ytu-5bc3-3c6a-9933-efe63d58d1297;;1;859996804;1278;23500;8
00263ytu-5bc3-3c6a-9933-efe63d58d1298;;1;859996808;1279;23501;5
00263ytu-5bc3-3c6a-9933-efe63d58d1299;;1;859996812;1280;23502;3
00263ytu-5bc3-3c6a-9933-efe63d58d1300;;1;859996816;1281;23503;5
00263ytu-5bc3-3c6a-9933-efe63d58d1301;;1;859996820;1282;23504;2
00263ytu-5bc3-3c6a-9933-efe63d58d1302;;1;859996824;1283;23505;7
00263ytu-5bc3-3c6a-9933-efe63d58d1303;;1;859996828;1284;23506;8
00263ytu-5bc3-3c6a-9933-efe63d58d1304;;1;859996832;1285;23507;9
00263ytu-5bc3-3c6a-9933-efe63d58d1305;;1;859996836;1286;23508;8
00263ytu-5bc3-3c6a-9933-efe63d58d1306;;1;859996840;1287;23509;1
00263ytu-5bc3-3c6a-9933-efe63d58d1307;;1;859996844;1288;23510;6
00263ytu-5bc3-3c6a-9933-efe63d58d1308;;1;859996848;1289;23511;3
00263ytu-5bc3-3c6a-9933-efe63d58d1309;;1;859996852;1290;23512;6
00263ytu-5bc3-3c6a-9933-efe63d58d1310;;1;859996856;1291;23513;0
00263ytu-5bc3-3c6a-9933-efe63d58d1311;;1;859996860;1292;23514;3
00263ytu-5bc3-3c6a-9933-efe63d58d1312;;1;859996864;1293;23515;6
00263ytu-5bc3-3c6a-9933-efe63d58d1313;;1;859996868;1294;23516;4
00263ytu-5bc3-3c6a-9933-efe63d58d1314;;1;859996872;1295;23517;5
00263ytu-5bc3-3c6a-9933-efe63d58d1315;;1;859996876;1296;23518;1
00263ytu-5bc3-3c6a-9933-efe63d58d1316;;1;859996880;1297;23519;0
00263ytu-5bc3-3c6a-9933-efe63d58d1317;;1;859996884;1298;23520;0
00263ytu-5bc3-3c6a-9933-efe63d58d1318;;1;859996888;1299;23521;3
00263ytu-5bc3-3c6a-9933-efe63d58d1319;;1;859996892;1300;23522;2
00263ytu-5bc3-3c6a-9933-efe63d58d1320;;1;859996896;1301;23523;2
00263ytu-5bc3-3c6a-9933-efe63d58d1321;;1;859996900;1302;23524;4
00263ytu-5bc3-3c6a-9933-efe63d58d1322;;1;859996904;1303;23525;2
00263ytu-5bc3-3c6a-9933-efe63d58d1323;;1;859996908;1304;23526;6
00263ytu-5bc3-3c6a-9933-efe63d58d1324;;1;859996912;1305;23527;0
00263ytu-5bc3-3c6a-9933-efe63d58d1325;;1;859996916;1306;23528;5
00263ytu-5bc3-3c6a-9933-efe63d58d1326;;1;859996920;1307;23529;3
00263ytu-5bc3-3c6a-9933-efe63d58d1327;;1;859996924;1308;23530;5
00263ytu-5bc3-3c6a-9933-efe63d58d1328;;1;859996928;1309;23531;9
00263ytu-5bc3-3c6a-9933-efe63d58d1329;;1;859996932;1310;23532;8
00263ytu-5bc3-3c6a-9933-efe63d58d1330;;1;859996936;1311;23533;7
00263ytu-5bc3-3c6a-9933-efe63d58d1331;;1;859996940;1312;23534;0
00263ytu-5bc3-3c6a-9933-efe63d58d1332;;1;859996944;1313;23535;3
00263ytu-5bc3-3c6a-9933-efe63d58d1333;;1;859996948;1314;23536;7
00263ytu-5bc3-3c6a-9933-efe63d58d1334;;1;859996952;1315;23537;7
00263ytu-5bc3-3c6a-9933-efe63d58d1335;;1;859996956;1316;23538;5
00263ytu-5bc3-3c6a-9933-efe63d58d1336;;1;859996960;1317;23539;5
00263ytu-5bc3-3c6a-9933-efe63d58d1337;;1;859996964;1318;23540;4
00263ytu-5bc3-3c6a-9933-efe63d58d1338;;1;859996968;1319;23541;4
00263ytu-5bc3-3c6a-9933-efe63d58d1339;;1;859996972;1320;23542;8
00263ytu-5bc3-3c6a-9933-efe63d58d1340;;1;859996976;1321;23543;8
00263ytu-5bc3-3c6a-9933-efe63d58d1341;;1;859996980;1322;23544;0
00263ytu-5bc3-3c6a-9933-efe63d58d1342;;1;859996984;1323;23545;4
00263ytu-5bc3-3c6a-9933-efe63d58d1343;;1;859996988;1324;23546;1
00263ytu-5bc3-3c6a-9933-efe63d58d1344;;1;859996992;1325;23547;9
00263ytu-5bc3-3c6a-9933-efe63d58d1345;;1;859996996;1326;23548;0
00263ytu-5bc3-3c6a-9933-efe63d58d1346;;1;859997000;1327;23549;2
00263ytu-5bc3-3c6a-9933-efe63d58d1347;;1;859997004;1328;23550;1
00263ytu-5bc3-3c6a-9933-efe63d58d1348;;1;859997008;1329;23551;5
00263ytu-5bc3-3c6a-9933-efe63d58d1349;;1;859997012;1330;23552;0
00263ytu-5bc3-3c6a-9933-efe63d58d1350;;1;859997016;1331;23553;9
00263ytu-5bc3-3c6a-9933-efe63d58d1351;;1;859997020;1332;23554;9
00263ytu-5bc3-3c6a-9933-efe63d58d1352;;1;859997024;1333;23555;6
00263ytu-5bc3-3c6a-9933-efe63d58d1353;;1;859997028;1334;23556;2
00263ytu-5bc3-3c6a-9933-efe63d58d1354;;1;859997032;1335;23557;9
00263ytu-5bc3-3c6a-9933-efe63d58d1355;;1;859997036;1336;23558;4
00263ytu-5bc3-3c6a-9933-efe63d58d1356;;1;859997040;1337;23559;8
00263ytu-5bc3-3c6a-9933-efe63d58d1357;;1;859997044;1338;23560;1
00263ytu-5bc3-3c6a-9933-efe63d58d1358;;1;859997048;1339;23561;7
00263ytu-5bc3-3c6a-9933-efe63d58d1359;;1;859997052;1340;23562;5
00263ytu-5bc3-3c6a-9933-efe63d58d1360;;1;859997056;1341;23563;3
00263ytu-5bc3-3c6a-9933-efe63d58d1361;;1;859997060;1342;23564;4
00263ytu-5bc3-3c6a-9933-efe63d58d1362;;1;859997064;1343;23565;9
00263ytu-5bc3-3c6a-9933-efe63d58d1363;;1;859997068;1344;23566;0
00263ytu-5bc3-3c6a-9933-efe63d58d1364;;1;859997072;1345;23567;6
00263ytu-5bc3-3c6a-9933-efe63d58d1365;;1;859997076;1346;23568;5
00263ytu-5bc3-3c6a-9933-efe63d58d1366;;1;859997080;1347;23569;0
00263ytu-5bc3-3c6a-9933-efe63d58d1367;;1;859997084;1348;23570;3
00263ytu-5bc3-3c6a-9933-efe63d58d1368;;1;859997088;1349;23571;8
00263ytu-5bc3-3c6a-9933-efe63d58d1369;;1;859997092;1350;23572;1
00263ytu-5bc3-3c6a-9933-efe63d58d1370;;1;859997096;1351;23573;6
00263ytu-5bc3-3c6a-9933-efe63d58d1371;;1;859997100;1352;23574;4
00263ytu-5bc3-3c6a-9933-efe63d58d1372;;1;859997104;1353;23575;2
00263ytu-5bc3-3c6a-9933-efe63d58d1373;;1;859997108;1354;23576;3
00263ytu-5bc3-3c6a-9933-efe63d58d1374;;1;859997112;1355;23577;4
00263ytu-5bc3-3c6a-9933-efe63d58d1375;;1;859997116;1356;23578;6
00263ytu-5bc3-3c6a-9933-efe63d58d1376;;1;859997120;1357;23579;7
00263ytu-5bc3-3c6a-9933-efe63d58d1377;;1;859997124;1358;23580;0
00263ytu-5bc3-3c6a-9933-efe63d58d1378;;1;859997128;1359;23581;6
00263ytu-5bc3-3c6a-9933-efe63d58d1379;;1;859997132;1360;23582;1
00263ytu-5bc3-3c6a-9933-efe63d58d1380;;1;859997136;1361;23583;3
00263ytu-5bc3-3c6a-9933-efe63d58d1381;;1;859997140;1362;23584;3
00263ytu-5bc3-3c6a-9933-efe63d58d1382;;1;859997144;1363;23585;5
00263ytu-5bc3-3c6a-9933-efe63d58d1383;;1;859997148;1364;23586;1
00263ytu-5bc3-3c6a-9933-efe63d58d1384;;1;859997152;1365;23587;1
00263ytu-5bc3-3c6a-9933-efe63d58d1385;;1;859997156;1366;23588;3
00263ytu-5bc3-3c6a-9933-efe63d58d1386;;1;859997160;1367;23589;8
00263ytu-5bc3-3c6a-9933-efe63d58d1387;;1;859997164;1368;23590;8
00263ytu-5bc3-3c6a-9933-efe63d58d1388;;1;859997168;1369;23591;2
00263ytu-5bc3-3c6a-9933-efe63d58d1389;;1;859997172;1370;23592;4
00263ytu-5bc3-3c6a-9933-efe63d58d1390;;1;859997176;1371;23593;2
00263ytu-5bc3-3c6a-9933-efe63d58d1391;;1;859997180;1372;23594;5
00263ytu-5bc3-3c6a-9933-efe63d58d1392;;1;859997184;1373;23595;3
00263ytu-5bc3-3c6a-9933-efe63d58d1393;;1;859997188;1374;23596;1
00263ytu-5bc3-3c6a-9933-efe63d58d1394;;1;859997192;1375;23597;2
00263ytu-5bc3-3c6a-9933-efe63d58d1395;;1;859997196;1376;23598;8
00263ytu-5bc3-3c6a-9933-efe63d58d1396;;1;859997200;1377;23599;0
00263ytu-5bc3-3c6a-9933-efe63d58d1397;;1;859997204;1378;23600;0
00263ytu-5bc3-3c6a-9933-efe63d58d1398;;1;859997208;1379;23601;3
00263ytu-5bc3-3c6a-9933-efe63d58d1399;;1;859997212;1380;23602;8
00263ytu-5bc3-3c6a-9933-efe63d58d1400;;1;859997216;1381;23603;5
00263ytu-5bc3-3c6a-9933-efe63d58d1401;;1;859997220;1382;23604;2
00263ytu-5bc3-3c6a-9933-efe63d58d1402;;1;859997224;1383;23605;2
00263ytu-5bc3-3c6a-9933-efe63d58d1403;;1;859997228;1384;23606;1
00263ytu-5bc3-3c6a-9933-efe63d58d1404;;1;859997232;1385;23607;5
00263ytu-5bc3-3c6a-9933-efe63d58d1405;;1;859997236;1386;23608;8
00263ytu-5bc3-3c6a-9933-efe63d58d1406;;1;859997240;1387;23609;4
00263ytu-5bc3-3c6a-9933-efe63d58d1407;;1;859997244;1388;23610;2
00263ytu-5bc3-3c6a-9933-efe63d58d1408;;1;859997248;1389;23611;4
00263ytu-5bc3-3c6a-9933-efe63d58d1409;;1;859997252;1390;23612;5
00263ytu-5bc3-3c6a-9933-efe63d58d1410;;1;859997256;1391;23613;5
00263ytu-5bc3-3c6a-9933-efe63d58d1411;;1;859997260;1392;23614;2
00263ytu-5bc3-3c6a-9933-efe63d58d1412;;1;859997264;1393;23615;5
00263ytu-5bc3-3c6a-9933-efe63d58d1413;;1;859997268;1394;23616;2
00263ytu-5bc3-3c6a-9933-efe63d58d1414;;1;859997272;1395;23617;7
00263ytu-5bc3-3c6a-9933-efe63d58d1415;;1;859997276;1396;23618;1
00263ytu-5bc3-3c6a-9933-efe63d58d1416;;1;859997280;1397;23619;3
00263ytu-5bc3-3c6a-9933-efe63d58d1417;;1;859997284;1398;23620;6
00263ytu-5bc3-3c6a-9933-efe63d58d1418;;1;859997288;1399;23621;6
00263ytu-5bc3-3c6a-9933-efe63d58d1419;;1;859997292;1400;23622;0
00263ytu-5bc3-3c6a-9933-efe63d58d1420;;1;859997296;1401;23623;4
00263ytu-5bc3-3c6a-9933-efe63d58d1421;;1;859997300;1402;23624;0
00263ytu-5bc3-3c6a-9933-efe63d58d1422;;1;859997304;1403;23625;5
00263ytu-5bc3-3c6a-9933-efe63d58d1423;;1;859997308;1404;23626;2
00263ytu-5bc3-3c6a-9933-efe63d58d1424;;1;859997312;1405;23627;0
00263ytu-5bc3-3c6a-9933-efe63d58d1425;;1;859997316;1406;23628;8
00263ytu-5bc3-3c6a-9933-efe63d58d1426;;1;859997320;1407;23629;7
00263ytu-5bc3-3c6a-9933-efe63d58d1427;;1;859997324;1408;23630;6
00263ytu-5bc3-3c6a-9933-efe63d58d1428;;1;859997328;1409;23631;4
00263ytu-5bc3-3c6a-9933-efe63d58d1429;;1;859997332;1410;23632;5
00263ytu-5bc3-3c6a-9933-efe63d58d1430;;1;859997336;1411;23633;3
00263ytu-5bc3-3c6a-9933-efe63d58d1431;;1;859997340;1412;23634;2
00263ytu-5bc3-3c6a-9933-efe63d58d1432;;1;859997344;1413;23635;1
00263ytu-5bc3-3c6a-9933-efe63d58d1433;;1;859997348;1414;23636;4
00263ytu-5bc3-3c6a-9933-efe63d58d1434;;1;859997352;1415;23637;6
00263ytu-5bc3-3c6a-9933-efe63d58d1435;;1;859997356;1416;23638;3
00263ytu-5bc3-3c6a-9933-efe63d58d1436;;1;859997360;1417;23639;4
