numero_agencia;numero_conta_corrente;numero_digito_verificador;valor_pago_boleto_cobranca;year;month;day;type;codigo_identificacao_cliente;codigo_segmento;codigo_tipo_pessoa;numero_cadastro_nacional_pessoa_juridica
1612;23834;1;10;2022;5;18;BONUS_COBRANCA;;;;
1613;23835;8;10;2022;5;18;BONUS_COBRANCA;;;;
1614;23836;1;10;2022;5;18;BONUS_COBRANCA;;;;
1615;23837;4;10;2022;5;18;BONUS_COBRANCA;;;;
1616;23838;0;10;2022;5;18;BONUS_COBRANCA;;;;
1617;23839;2;10;2022;5;18;BONUS_COBRANCA;;;;
1618;23840;7;10;2022;5;18;BONUS_COBRANCA;;;;
1619;23841;4;10;2022;5;18;BONUS_COBRANCA;;;;
1620;23842;8;10;2022;5;18;BONUS_COBRANCA;;;;
1621;23843;3;10;2022;5;18;BONUS_COBRANCA;;;;
1622;23844;2;10;2022;5;18;BONUS_COBRANCA;;;;
1623;23845;9;10;2022;5;18;BONUS_COBRANCA;;;;
1624;23846;9;10;2022;5;18;BONUS_COBRANCA;;;;
1625;23847;1;10;2022;5;18;BONUS_COBRANCA;;;;
1626;23848;8;10;2022;5;18;BONUS_COBRANCA;;;;
1627;23849;5;10;2022;5;18;BONUS_COBRANCA;;;;
1628;23850;9;10;2022;5;18;BONUS_COBRANCA;;;;
1629;23851;1;10;2022;5;18;BONUS_COBRANCA;;;;
1630;23852;3;10;2022;5;18;BONUS_COBRANCA;;;;
1631;23853;5;10;2022;5;18;BONUS_COBRANCA;;;;
1632;23854;8;10;2022;5;18;BONUS_COBRANCA;;;;
1633;23855;4;10;2022;5;18;BONUS_COBRANCA;;;;
1634;23856;3;10;2022;5;18;BONUS_COBRANCA;;;;
1635;23857;7;10;2022;5;18;BONUS_COBRANCA;;;;
1636;23858;5;10;2022;5;18;BONUS_COBRANCA;;;;
1637;23859;5;10;2022;5;18;BONUS_COBRANCA;;;;
1638;23860;1;10;2022;5;18;BONUS_COBRANCA;;;;
1639;23861;5;10;2022;5;18;BONUS_COBRANCA;;;;
1640;23862;9;10;2022;5;18;BONUS_COBRANCA;;;;
1641;23863;9;10;2022;5;18;BONUS_COBRANCA;;;;
1642;23864;9;10;2022;5;18;BONUS_COBRANCA;;;;
1643;23865;9;10;2022;5;18;BONUS_COBRANCA;;;;
1644;23866;0;10;2022;5;18;BONUS_COBRANCA;;;;
1645;23867;7;10;2022;5;18;BONUS_COBRANCA;;;;
1646;23868;3;10;2022;5;18;BONUS_COBRANCA;;;;
1647;23869;2;10;2022;5;18;BONUS_COBRANCA;;;;
1648;23870;1;10;2022;5;18;BONUS_COBRANCA;;;;
1649;23871;2;10;2022;5;18;BONUS_COBRANCA;;;;
1650;23872;3;10;2022;5;18;BONUS_COBRANCA;;;;
1651;23873;7;10;2022;5;18;BONUS_COBRANCA;;;;
1652;23874;3;10;2022;5;18;BONUS_COBRANCA;;;;
1653;23875;6;10;2022;5;18;BONUS_COBRANCA;;;;
1654;23876;8;10;2022;5;18;BONUS_COBRANCA;;;;
1655;23877;7;10;2022;5;18;BONUS_COBRANCA;;;;
1656;23878;1;10;2022;5;18;BONUS_COBRANCA;;;;
1657;23879;4;10;2022;5;18;BONUS_COBRANCA;;;;
1658;23880;2;10;2022;5;18;BONUS_COBRANCA;;;;
1659;23881;9;10;2022;5;18;BONUS_COBRANCA;;;;
1660;23882;6;10;2022;5;18;BONUS_COBRANCA;;;;
1661;23883;1;10;2022;5;18;BONUS_COBRANCA;;;;
1662;23884;5;10;2022;5;18;BONUS_COBRANCA;;;;
1663;23885;5;10;2022;5;18;BONUS_COBRANCA;;;;
1664;23886;4;10;2022;5;18;BONUS_COBRANCA;;;;
1665;23887;0;10;2022;5;18;BONUS_COBRANCA;;;;
1666;23888;7;10;2022;5;18;BONUS_COBRANCA;;;;
1667;23889;5;10;2022;5;18;BONUS_COBRANCA;;;;
1668;23890;3;10;2022;5;18;BONUS_COBRANCA;;;;
1669;23891;7;10;2022;5;18;BONUS_COBRANCA;;;;
1670;23892;3;10;2022;5;18;BONUS_COBRANCA;;;;
1671;23893;1;10;2022;5;18;BONUS_COBRANCA;;;;
1672;23894;5;10;2022;5;18;BONUS_COBRANCA;;;;
1673;23895;1;10;2022;5;18;BONUS_COBRANCA;;;;
1674;23896;2;10;2022;5;18;BONUS_COBRANCA;;;;
1675;23897;6;10;2022;5;18;BONUS_COBRANCA;;;;
1676;23898;0;10;2022;5;18;BONUS_COBRANCA;;;;
1677;23899;0;10;2022;5;18;BONUS_COBRANCA;;;;
1678;23900;3;10;2022;5;18;BONUS_COBRANCA;;;;
1679;23901;8;10;2022;5;18;BONUS_COBRANCA;;;;
1680;23902;7;10;2022;5;18;BONUS_COBRANCA;;;;
1681;23903;2;10;2022;5;18;BONUS_COBRANCA;;;;
1682;23904;4;10;2022;5;18;BONUS_COBRANCA;;;;
1683;23905;2;10;2022;5;18;BONUS_COBRANCA;;;;
1684;23906;2;10;2022;5;18;BONUS_COBRANCA;;;;
1685;23907;2;10;2022;5;18;BONUS_COBRANCA;;;;
1686;23908;7;10;2022;5;18;BONUS_COBRANCA;;;;
1687;23909;0;10;2022;5;18;BONUS_COBRANCA;;;;
1688;23910;4;10;2022;5;18;BONUS_COBRANCA;;;;
1689;23911;2;10;2022;5;18;BONUS_COBRANCA;;;;
1690;23912;3;10;2022;5;18;BONUS_COBRANCA;;;;
1691;23913;5;10;2022;5;18;BONUS_COBRANCA;;;;
1692;23914;8;10;2022;5;18;BONUS_COBRANCA;;;;
1693;23915;5;10;2022;5;18;BONUS_COBRANCA;;;;
1694;23916;3;10;2022;5;18;BONUS_COBRANCA;;;;
1695;23917;6;10;2022;5;18;BONUS_COBRANCA;;;;
1696;23918;5;10;2022;5;18;BONUS_COBRANCA;;;;
1697;23919;0;10;2022;5;18;BONUS_COBRANCA;;;;
1698;23920;7;10;2022;5;18;BONUS_COBRANCA;;;;
1699;23921;3;10;2022;5;18;BONUS_COBRANCA;;;;
1700;23922;9;10;2022;5;18;BONUS_COBRANCA;;;;
1701;23923;8;10;2022;5;18;BONUS_COBRANCA;;;;
1702;23924;7;10;2022;5;18;BONUS_COBRANCA;;;;
1703;23925;9;10;2022;5;18;BONUS_COBRANCA;;;;
1704;23926;4;10;2022;5;18;BONUS_COBRANCA;;;;
1705;23927;1;10;2022;5;18;BONUS_COBRANCA;;;;
1706;23928;1;10;2022;5;18;BONUS_COBRANCA;;;;
1707;23929;2;10;2022;5;18;BONUS_COBRANCA;;;;
1708;23930;0;10;2022;5;18;BONUS_COBRANCA;;;;
1709;23931;0;10;2022;5;18;BONUS_COBRANCA;;;;
1710;23932;9;10;2022;5;18;BONUS_COBRANCA;;;;
1711;23933;8;10;2022;5;18;BONUS_COBRANCA;;;;
1712;23934;0;10;2022;5;18;BONUS_COBRANCA;;;;
1713;23935;8;10;2022;5;18;BONUS_COBRANCA;;;;
1714;23936;2;10;2022;5;18;BONUS_COBRANCA;;;;
1715;23937;4;10;2022;5;18;BONUS_COBRANCA;;;;
1716;23938;0;10;2022;5;18;BONUS_COBRANCA;;;;
1717;23939;5;10;2022;5;18;BONUS_COBRANCA;;;;
1718;23940;9;10;2022;5;18;BONUS_COBRANCA;;;;
1719;23941;8;10;2022;5;18;BONUS_COBRANCA;;;;
1720;23942;6;10;2022;5;18;BONUS_COBRANCA;;;;
1721;23943;8;10;2022;5;18;BONUS_COBRANCA;;;;
1722;23944;7;10;2022;5;18;BONUS_COBRANCA;;;;
1723;23945;7;10;2022;5;18;BONUS_COBRANCA;;;;
1724;23946;5;10;2022;5;18;BONUS_COBRANCA;;;;
1725;23947;7;10;2022;5;18;BONUS_COBRANCA;;;;
1726;23948;2;10;2022;5;18;BONUS_COBRANCA;;;;
1727;23949;9;10;2022;5;18;BONUS_COBRANCA;;;;
1728;23950;1;10;2022;5;18;BONUS_COBRANCA;;;;
1729;23951;8;10;2022;5;18;BONUS_COBRANCA;;;;
1730;23952;6;10;2022;5;18;BONUS_COBRANCA;;;;
1731;23953;4;10;2022;5;18;BONUS_COBRANCA;;;;
1732;23954;7;10;2022;5;18;BONUS_COBRANCA;;;;
1733;23955;1;10;2022;5;18;BONUS_COBRANCA;;;;
1734;23956;3;10;2022;5;18;BONUS_COBRANCA;;;;
1735;23957;6;10;2022;5;18;BONUS_COBRANCA;;;;
1736;23958;3;10;2022;5;18;BONUS_COBRANCA;;;;
1737;23959;6;10;2022;5;18;BONUS_COBRANCA;;;;
1738;23960;4;10;2022;5;18;BONUS_COBRANCA;;;;
1739;23961;6;10;2022;5;18;BONUS_COBRANCA;;;;
1740;23962;3;10;2022;5;18;BONUS_COBRANCA;;;;
1741;23963;0;10;2022;5;18;BONUS_COBRANCA;;;;
1742;23964;0;10;2022;5;18;BONUS_COBRANCA;;;;
1743;23965;6;10;2022;5;18;BONUS_COBRANCA;;;;
1744;23966;2;10;2022;5;18;BONUS_COBRANCA;;;;
1745;23967;7;10;2022;5;18;BONUS_COBRANCA;;;;
1746;23968;4;10;2022;5;18;BONUS_COBRANCA;;;;
1747;23969;5;10;2022;5;18;BONUS_COBRANCA;;;;
1748;23970;4;10;2022;5;18;BONUS_COBRANCA;;;;
1749;23971;1;10;2022;5;18;BONUS_COBRANCA;;;;
1750;23972;2;10;2022;5;18;BONUS_COBRANCA;;;;
1751;23973;7;10;2022;5;18;BONUS_COBRANCA;;;;
1752;23974;8;10;2022;5;18;BONUS_COBRANCA;;;;
1753;23975;5;10;2022;5;18;BONUS_COBRANCA;;;;
1754;23976;9;10;2022;5;18;BONUS_COBRANCA;;;;
1755;23977;5;10;2022;5;18;BONUS_COBRANCA;;;;
1756;23978;7;10;2022;5;18;BONUS_COBRANCA;;;;
1757;23979;3;10;2022;5;18;BONUS_COBRANCA;;;;
1758;23980;8;10;2022;5;18;BONUS_COBRANCA;;;;
1759;23981;8;10;2022;5;18;BONUS_COBRANCA;;;;
1760;23982;8;10;2022;5;18;BONUS_COBRANCA;;;;
1761;23983;1;10;2022;5;18;BONUS_COBRANCA;;;;
1762;23984;9;10;2022;5;18;BONUS_COBRANCA;;;;
1763;23985;2;10;2022;5;18;BONUS_COBRANCA;;;;
1764;23986;9;10;2022;5;18;BONUS_COBRANCA;;;;
1765;23987;5;10;2022;5;18;BONUS_COBRANCA;;;;
1766;23988;2;10;2022;5;18;BONUS_COBRANCA;;;;
1767;23989;5;10;2022;5;18;BONUS_COBRANCA;;;;
1768;23990;9;10;2022;5;18;BONUS_COBRANCA;;;;
1769;23991;1;10;2022;5;18;BONUS_COBRANCA;;;;
1770;23992;0;10;2022;5;18;BONUS_COBRANCA;;;;
1771;23993;4;10;2022;5;18;BONUS_COBRANCA;;;;
1772;23994;1;10;2022;5;18;BONUS_COBRANCA;;;;
1773;23995;1;10;2022;5;18;BONUS_COBRANCA;;;;
1774;23996;8;10;2022;5;18;BONUS_COBRANCA;;;;
1775;23997;9;10;2022;5;18;BONUS_COBRANCA;;;;
1776;23998;2;10;2022;5;18;BONUS_COBRANCA;;;;
1777;23999;4;10;2022;5;18;BONUS_COBRANCA;;;;
1778;24000;8;10;2022;5;18;BONUS_COBRANCA;;;;
1779;24001;8;10;2022;5;18;BONUS_COBRANCA;;;;
1780;24002;1;10;2022;5;18;BONUS_COBRANCA;;;;
1781;24003;7;10;2022;5;18;BONUS_COBRANCA;;;;
1782;24004;1;10;2022;5;18;BONUS_COBRANCA;;;;
1783;24005;4;10;2022;5;18;BONUS_COBRANCA;;;;
1784;24006;4;10;2022;5;18;BONUS_COBRANCA;;;;
1785;24007;7;10;2022;5;18;BONUS_COBRANCA;;;;
1786;24008;4;10;2022;5;18;BONUS_COBRANCA;;;;
1787;24009;1;10;2022;5;18;BONUS_COBRANCA;;;;
1788;24010;5;10;2022;5;18;BONUS_COBRANCA;;;;
1789;24011;5;10;2022;5;18;BONUS_COBRANCA;;;;
1790;24012;2;10;2022;5;18;BONUS_COBRANCA;;;;
1791;24013;5;10;2022;5;18;BONUS_COBRANCA;;;;
1792;24014;1;10;2022;5;18;BONUS_COBRANCA;;;;
1793;24015;0;10;2022;5;18;BONUS_COBRANCA;;;;
1794;24016;0;10;2022;5;18;BONUS_COBRANCA;;;;
1795;24017;2;10;2022;5;18;BONUS_COBRANCA;;;;
1796;24018;1;10;2022;5;18;BONUS_COBRANCA;;;;
1797;24019;6;10;2022;5;18;BONUS_COBRANCA;;;;
1798;24020;9;10;2022;5;18;BONUS_COBRANCA;;;;
1799;24021;6;10;2022;5;18;BONUS_COBRANCA;;;;
1800;24022;9;10;2022;5;18;BONUS_COBRANCA;;;;
1801;24023;0;10;2022;5;18;BONUS_COBRANCA;;;;
1802;24024;2;10;2022;5;18;BONUS_COBRANCA;;;;
1803;24025;0;10;2022;5;18;BONUS_COBRANCA;;;;
1804;24026;7;10;2022;5;18;BONUS_COBRANCA;;;;
1805;24027;6;10;2022;5;18;BONUS_COBRANCA;;;;
1806;24028;4;10;2022;5;18;BONUS_COBRANCA;;;;
1807;24029;5;10;2022;5;18;BONUS_COBRANCA;;;;
1808;24030;5;10;2022;5;18;BONUS_COBRANCA;;;;
1809;24031;4;10;2022;5;18;BONUS_COBRANCA;;;;
1810;24032;9;10;2022;5;18;BONUS_COBRANCA;;;;
1811;24033;7;10;2022;5;18;BONUS_COBRANCA;;;;
1812;24034;2;10;2022;5;18;BONUS_COBRANCA;;;;
1813;24035;5;10;2022;5;18;BONUS_COBRANCA;;;;
1814;24036;0;10;2022;5;18;BONUS_COBRANCA;;;;
1815;24037;6;10;2022;5;18;BONUS_COBRANCA;;;;
1816;24038;7;10;2022;5;18;BONUS_COBRANCA;;;;
1817;24039;3;10;2022;5;18;BONUS_COBRANCA;;;;
1818;24040;9;10;2022;5;18;BONUS_COBRANCA;;;;
1819;24041;3;10;2022;5;18;BONUS_COBRANCA;;;;
1820;24042;6;10;2022;5;18;BONUS_COBRANCA;;;;
1821;24043;3;10;2022;5;18;BONUS_COBRANCA;;;;
1822;24044;9;10;2022;5;18;BONUS_COBRANCA;;;;
1823;24045;2;10;2022;5;18;BONUS_COBRANCA;;;;
1824;24046;8;10;2022;5;18;BONUS_COBRANCA;;;;
1825;24047;5;10;2022;5;18;BONUS_COBRANCA;;;;
1826;24048;1;10;2022;5;18;BONUS_COBRANCA;;;;
1827;24049;5;10;2022;5;18;BONUS_COBRANCA;;;;
1828;24050;6;10;2022;5;18;BONUS_COBRANCA;;;;
1829;24051;2;10;2022;5;18;BONUS_COBRANCA;;;;
1830;24052;6;10;2022;5;18;BONUS_COBRANCA;;;;
1831;24053;4;10;2022;5;18;BONUS_COBRANCA;;;;
1832;24054;2;10;2022;5;18;BONUS_COBRANCA;;;;
1833;24055;5;10;2022;5;18;BONUS_COBRANCA;;;;
1834;24056;6;10;2022;5;18;BONUS_COBRANCA;;;;
1835;24057;5;10;2022;5;18;BONUS_COBRANCA;;;;
1836;24058;8;10;2022;5;18;BONUS_COBRANCA;;;;
1837;24059;9;10;2022;5;18;BONUS_COBRANCA;;;;
1838;24060;5;10;2022;5;18;BONUS_COBRANCA;;;;
1839;24061;6;10;2022;5;18;BONUS_COBRANCA;;;;
1840;24062;8;10;2022;5;18;BONUS_COBRANCA;;;;
1841;24063;2;10;2022;5;18;BONUS_COBRANCA;;;;
1842;24064;5;10;2022;5;18;BONUS_COBRANCA;;;;
1843;24065;2;10;2022;5;18;BONUS_COBRANCA;;;;
1844;24066;5;10;2022;5;18;BONUS_COBRANCA;;;;
1845;24067;9;10;2022;5;18;BONUS_COBRANCA;;;;
1846;24068;8;10;2022;5;18;BONUS_COBRANCA;;;;
1847;24069;9;10;2022;5;18;BONUS_COBRANCA;;;;
1848;24070;1;10;2022;5;18;BONUS_COBRANCA;;;;
1849;24071;9;10;2022;5;18;BONUS_COBRANCA;;;;
1850;24072;8;10;2022;5;18;BONUS_COBRANCA;;;;
1851;24073;6;10;2022;5;18;BONUS_COBRANCA;;;;
1852;24074;2;10;2022;5;18;BONUS_COBRANCA;;;;
1853;24075;5;10;2022;5;18;BONUS_COBRANCA;;;;
1854;24076;5;10;2022;5;18;BONUS_COBRANCA;;;;
1855;24077;2;10;2022;5;18;BONUS_COBRANCA;;;;
1856;24078;4;10;2022;5;18;BONUS_COBRANCA;;;;
1857;24079;4;10;2022;5;18;BONUS_COBRANCA;;;;
1858;24080;7;10;2022;5;18;BONUS_COBRANCA;;;;
1859;24081;4;10;2022;5;18;BONUS_COBRANCA;;;;
1860;24082;8;10;2022;5;18;BONUS_COBRANCA;;;;
1861;24083;7;10;2022;5;18;BONUS_COBRANCA;;;;
1862;24084;9;10;2022;5;18;BONUS_COBRANCA;;;;
1863;24085;8;10;2022;5;18;BONUS_COBRANCA;;;;
1864;24086;2;10;2022;5;18;BONUS_COBRANCA;;;;
1865;24087;6;10;2022;5;18;BONUS_COBRANCA;;;;
1866;24088;5;10;2022;5;18;BONUS_COBRANCA;;;;
1867;24089;5;10;2022;5;18;BONUS_COBRANCA;;;;
1868;24090;7;10;2022;5;18;BONUS_COBRANCA;;;;
1869;24091;7;10;2022;5;18;BONUS_COBRANCA;;;;
1870;24092;6;10;2022;5;18;BONUS_COBRANCA;;;;
1871;24093;9;10;2022;5;18;BONUS_COBRANCA;;;;
1872;24094;7;10;2022;5;18;BONUS_COBRANCA;;;;
1873;24095;2;10;2022;5;18;BONUS_COBRANCA;;;;
1874;24096;7;10;2022;5;18;BONUS_COBRANCA;;;;
1875;24097;7;10;2022;5;18;BONUS_COBRANCA;;;;
1876;24098;9;10;2022;5;18;BONUS_COBRANCA;;;;
1877;24099;7;10;2022;5;18;BONUS_COBRANCA;;;;
1878;24100;4;10;2022;5;18;BONUS_COBRANCA;;;;
1879;24101;1;10;2022;5;18;BONUS_COBRANCA;;;;
1880;24102;5;10;2022;5;18;BONUS_COBRANCA;;;;
1881;24103;6;10;2022;5;18;BONUS_COBRANCA;;;;
1882;24104;3;10;2022;5;18;BONUS_COBRANCA;;;;
1883;24105;2;10;2022;5;18;BONUS_COBRANCA;;;;
1884;24106;2;10;2022;5;18;BONUS_COBRANCA;;;;
1885;24107;0;10;2022;5;18;BONUS_COBRANCA;;;;
1886;24108;8;10;2022;5;18;BONUS_COBRANCA;;;;
1887;24109;0;10;2022;5;18;BONUS_COBRANCA;;;;
1888;24110;9;10;2022;5;18;BONUS_COBRANCA;;;;
1889;24111;6;10;2022;5;18;BONUS_COBRANCA;;;;
1890;24112;0;10;2022;5;18;BONUS_COBRANCA;;;;
1891;24113;6;10;2022;5;18;BONUS_COBRANCA;;;;
1892;24114;2;10;2022;5;18;BONUS_COBRANCA;;;;
1893;24115;3;10;2022;5;18;BONUS_COBRANCA;;;;
1894;24116;9;10;2022;5;18;BONUS_COBRANCA;;;;
1895;24117;3;10;2022;5;18;BONUS_COBRANCA;;;;
1896;24118;3;10;2022;5;18;BONUS_COBRANCA;;;;
1897;24119;2;10;2022;5;18;BONUS_COBRANCA;;;;
1898;24120;2;10;2022;5;18;BONUS_COBRANCA;;;;
1899;24121;3;10;2022;5;18;BONUS_COBRANCA;;;;
1900;24122;7;10;2022;5;18;BONUS_COBRANCA;;;;
1901;24123;3;10;2022;5;18;BONUS_COBRANCA;;;;
1902;24124;6;10;2022;5;18;BONUS_COBRANCA;;;;
1903;24125;8;10;2022;5;18;BONUS_COBRANCA;;;;
1904;24126;1;10;2022;5;18;BONUS_COBRANCA;;;;
1905;24127;6;10;2022;5;18;BONUS_COBRANCA;;;;
1906;24128;3;10;2022;5;18;BONUS_COBRANCA;;;;
1907;24129;9;10;2022;5;18;BONUS_COBRANCA;;;;
1908;24130;1;10;2022;5;18;BONUS_COBRANCA;;;;
1909;24131;6;10;2022;5;18;BONUS_COBRANCA;;;;
1910;24132;8;10;2022;5;18;BONUS_COBRANCA;;;;
1911;24133;3;10;2022;5;18;BONUS_COBRANCA;;;;
1912;24134;0;10;2022;5;18;BONUS_COBRANCA;;;;
1913;24135;7;10;2022;5;18;BONUS_COBRANCA;;;;
1914;24136;8;10;2022;5;18;BONUS_COBRANCA;;;;
1915;24137;2;10;2022;5;18;BONUS_COBRANCA;;;;
1916;24138;5;10;2022;5;18;BONUS_COBRANCA;;;;
1917;24139;6;10;2022;5;18;BONUS_COBRANCA;;;;
1918;24140;3;10;2022;5;18;BONUS_COBRANCA;;;;
1919;24141;4;10;2022;5;18;BONUS_COBRANCA;;;;
1920;24142;9;10;2022;5;18;BONUS_COBRANCA;;;;
1921;24143;7;10;2022;5;18;BONUS_COBRANCA;;;;
1922;24144;6;10;2022;5;18;BONUS_COBRANCA;;;;
1923;24145;7;10;2022;5;18;BONUS_COBRANCA;;;;
1924;24146;6;10;2022;5;18;BONUS_COBRANCA;;;;
1925;24147;2;10;2022;5;18;BONUS_COBRANCA;;;;
1926;24148;1;10;2022;5;18;BONUS_COBRANCA;;;;
1927;24149;1;10;2022;5;18;BONUS_COBRANCA;;;;
1928;24150;0;10;2022;5;18;BONUS_COBRANCA;;;;
1929;24151;0;10;2022;5;18;BONUS_COBRANCA;;;;
1930;24152;5;10;2022;5;18;BONUS_COBRANCA;;;;
1931;24153;5;10;2022;5;18;BONUS_COBRANCA;;;;
1932;24154;5;10;2022;5;18;BONUS_COBRANCA;;;;
1933;24155;2;10;2022;5;18;BONUS_COBRANCA;;;;
1934;24156;0;10;2022;5;18;BONUS_COBRANCA;;;;
1935;24157;9;10;2022;5;18;BONUS_COBRANCA;;;;
1936;24158;7;10;2022;5;18;BONUS_COBRANCA;;;;
1937;24159;6;10;2022;5;18;BONUS_COBRANCA;;;;
1938;24160;6;10;2022;5;18;BONUS_COBRANCA;;;;
1939;24161;5;10;2022;5;18;BONUS_COBRANCA;;;;
1940;24162;6;10;2022;5;18;BONUS_COBRANCA;;;;
1941;24163;1;10;2022;5;18;BONUS_COBRANCA;;;;
1942;24164;4;10;2022;5;18;BONUS_COBRANCA;;;;
1943;24165;1;10;2022;5;18;BONUS_COBRANCA;;;;
1944;24166;2;10;2022;5;18;BONUS_COBRANCA;;;;
1945;24167;9;10;2022;5;18;BONUS_COBRANCA;;;;
1946;24168;4;10;2022;5;18;BONUS_COBRANCA;;;;
1947;24169;6;10;2022;5;18;BONUS_COBRANCA;;;;
1948;24170;9;10;2022;5;18;BONUS_COBRANCA;;;;
1949;24171;0;10;2022;5;18;BONUS_COBRANCA;;;;
1950;24172;2;10;2022;5;18;BONUS_COBRANCA;;;;
1951;24173;9;10;2022;5;18;BONUS_COBRANCA;;;;
1952;24174;0;10;2022;5;18;BONUS_COBRANCA;;;;
1953;24175;8;10;2022;5;18;BONUS_COBRANCA;;;;
1954;24176;5;10;2022;5;18;BONUS_COBRANCA;;;;
1955;24177;2;10;2022;5;18;BONUS_COBRANCA;;;;
1956;24178;1;10;2022;5;18;BONUS_COBRANCA;;;;
1957;24179;7;10;2022;5;18;BONUS_COBRANCA;;;;
1958;24180;7;10;2022;5;18;BONUS_COBRANCA;;;;
1959;24181;5;10;2022;5;18;BONUS_COBRANCA;;;;
1960;24182;4;10;2022;5;18;BONUS_COBRANCA;;;;
1961;24183;5;10;2022;5;18;BONUS_COBRANCA;;;;
1962;24184;1;10;2022;5;18;BONUS_COBRANCA;;;;
1963;24185;5;10;2022;5;18;BONUS_COBRANCA;;;;
1964;24186;4;10;2022;5;18;BONUS_COBRANCA;;;;
1965;24187;7;10;2022;5;18;BONUS_COBRANCA;;;;
1966;24188;4;10;2022;5;18;BONUS_COBRANCA;;;;
1967;24189;1;10;2022;5;18;BONUS_COBRANCA;;;;
1968;24190;5;10;2022;5;18;BONUS_COBRANCA;;;;
1969;24191;4;10;2022;5;18;BONUS_COBRANCA;;;;
1970;24192;1;10;2022;5;18;BONUS_COBRANCA;;;;
1971;24193;6;10;2022;5;18;BONUS_COBRANCA;;;;
1972;24194;5;10;2022;5;18;BONUS_COBRANCA;;;;
1973;24195;6;10;2022;5;18;BONUS_COBRANCA;;;;
1974;24196;4;10;2022;5;18;BONUS_COBRANCA;;;;
1975;24197;1;10;2022;5;18;BONUS_COBRANCA;;;;
1976;24198;2;10;2022;5;18;BONUS_COBRANCA;;;;
1977;24199;7;10;2022;5;18;BONUS_COBRANCA;;;;
1978;24200;9;10;2022;5;18;BONUS_COBRANCA;;;;
1979;24201;7;10;2022;5;18;BONUS_COBRANCA;;;;
1980;24202;3;10;2022;5;18;BONUS_COBRANCA;;;;
1981;24203;1;10;2022;5;18;BONUS_COBRANCA;;;;
1982;24204;4;10;2022;5;18;BONUS_COBRANCA;;;;
1983;24205;9;10;2022;5;18;BONUS_COBRANCA;;;;
1984;24206;0;10;2022;5;18;BONUS_COBRANCA;;;;
1985;24207;4;10;2022;5;18;BONUS_COBRANCA;;;;
1986;24208;8;10;2022;5;18;BONUS_COBRANCA;;;;
1987;24209;2;10;2022;5;18;BONUS_COBRANCA;;;;
1988;24210;4;10;2022;5;18;BONUS_COBRANCA;;;;
1989;24211;3;10;2022;5;18;BONUS_COBRANCA;;;;
1990;24212;7;10;2022;5;18;BONUS_COBRANCA;;;;
1991;24213;2;10;2022;5;18;BONUS_COBRANCA;;;;
1992;24214;3;10;2022;5;18;BONUS_COBRANCA;;;;
1993;24215;7;10;2022;5;18;BONUS_COBRANCA;;;;
1994;24216;2;10;2022;5;18;BONUS_COBRANCA;;;;
1995;24217;8;10;2022;5;18;BONUS_COBRANCA;;;;
1996;24218;6;10;2022;5;18;BONUS_COBRANCA;;;;
1997;24219;4;10;2022;5;18;BONUS_COBRANCA;;;;
1998;24220;6;10;2022;5;18;BONUS_COBRANCA;;;;
1999;24221;7;10;2022;5;18;BONUS_COBRANCA;;;;
2000;24222;2;10;2022;5;18;BONUS_COBRANCA;;;;
2001;24223;2;10;2022;5;18;BONUS_COBRANCA;;;;
2002;24224;3;10;2022;5;18;BONUS_COBRANCA;;;;
2003;24225;0;10;2022;5;18;BONUS_COBRANCA;;;;
2004;24226;7;10;2022;5;18;BONUS_COBRANCA;;;;
2005;24227;2;10;2022;5;18;BONUS_COBRANCA;;;;
2006;24228;5;10;2022;5;18;BONUS_COBRANCA;;;;
2007;24229;7;10;2022;5;18;BONUS_COBRANCA;;;;
2008;24230;7;10;2022;5;18;BONUS_COBRANCA;;;;
2009;24231;9;10;2022;5;18;BONUS_COBRANCA;;;;
2010;24232;9;10;2022;5;18;BONUS_COBRANCA;;;;
2011;24233;5;10;2022;5;18;BONUS_COBRANCA;;;;
2012;24234;7;10;2022;5;18;BONUS_COBRANCA;;;;
2013;24235;9;10;2022;5;18;BONUS_COBRANCA;;;;
2014;24236;0;10;2022;5;18;BONUS_COBRANCA;;;;
2015;24237;1;10;2022;5;18;BONUS_COBRANCA;;;;
2016;24238;7;10;2022;5;18;BONUS_COBRANCA;;;;
2017;24239;0;10;2022;5;18;BONUS_COBRANCA;;;;
2018;24240;0;10;2022;5;18;BONUS_COBRANCA;;;;
2019;24241;3;10;2022;5;18;BONUS_COBRANCA;;;;
2020;24242;8;10;2022;5;18;BONUS_COBRANCA;;;;
2021;24243;2;10;2022;5;18;BONUS_COBRANCA;;;;
2022;24244;5;10;2022;5;18;BONUS_COBRANCA;;;;
2023;24245;6;10;2022;5;18;BONUS_COBRANCA;;;;
2024;24246;4;10;2022;5;18;BONUS_COBRANCA;;;;
2025;24247;5;10;2022;5;18;BONUS_COBRANCA;;;;
2026;24248;1;10;2022;5;18;BONUS_COBRANCA;;;;
2027;24249;4;10;2022;5;18;BONUS_COBRANCA;;;;
2028;24250;5;10;2022;5;18;BONUS_COBRANCA;;;;
2029;24251;9;10;2022;5;18;BONUS_COBRANCA;;;;
2030;24252;1;10;2022;5;18;BONUS_COBRANCA;;;;
2031;24253;1;10;2022;5;18;BONUS_COBRANCA;;;;
2032;24254;0;10;2022;5;18;BONUS_COBRANCA;;;;
